#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-03T22:07:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fc9612912c2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=10	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/611/A1/spectrum
#-nav=cat:J/A+A/611/A1&tab:{J/A+A/611/A1/spectrum}&key:source=J/A+A/611/A1&HTTPPRM:&&-ref=VIZ5fc9612912c2&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambda&lambda=1390 .. 1810&-out=SSI&-out=e_SSI&-file=-sort&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/611/A1/spectrum
#-source=J/A+A/611/A1/spectrum
#-out=lambda
#lambda=1390 .. 1810
#-out=SSI
#-out=e_SSI
#

#RESOURCE=yCat_36110001
#Name: J/A+A/611/A1
#Title: SOLAR/SOLSPEC Spectral Irradiance - 0.5-3000nm (Meftah+, 2018)
#Table	J_A_A_611_A1_spectrum:
#Name: J/A+A/611/A1/spectrum
#Title: *SOLAR-ISS spectrum, Version: 1.1, Date: 18-October-2017
#Column	lambda	(F13.8)	Wavelength	[ucd=em.wl]
#Column	SSI	(F11.8)	? Solar spectral irradiance	[ucd=spect.index]
#Column	e_SSI	(F11.8)	? Uncertainty on SSI (k=1)	[ucd=stat.error]
lambda	SSI	e_SSI
1419.35000000	 0.33957686	 0.47326203
1419.40000000	 0.33942047	 0.47329223
1419.45000000	 0.33927044	 0.47332243
1419.50000000	 0.33919359	 0.47335262
1419.55000000	 0.33911675	 0.47338282
1419.60000000	 0.33903990	 0.47341302
1419.65000000	 0.33895628	 0.47344322
1419.70000000	 0.33871814	 0.47347342
1419.75000000	 0.33848000	 0.47350361
1419.80000000	 0.33824185	 0.47353381
1419.85000000	 0.33801007	 0.47356401
1419.90000000	 0.33808992	 0.47359421
1419.95000000	 0.33816976	 0.47362441
1420.00000000	 0.33824961	 0.47365460
1420.05000000	 0.33832946	 0.47368480
1420.10000000	 0.33842755	 0.47371500
1420.15000000	 0.33852601	 0.47374520
1420.20000000	 0.33862448	 0.47377540
1420.25000000	 0.33872294	 0.47380559
1420.30000000	 0.33902595	 0.47383579
1420.35000000	 0.33934248	 0.47386599
1420.40000000	 0.33965900	 0.47389619
1420.45000000	 0.33997553	 0.47392639
1420.50000000	 0.34019074	 0.47395658
1420.55000000	 0.34039713	 0.47398678
1420.60000000	 0.34060353	 0.47401698
1420.65000000	 0.34080992	 0.47404718
1420.70000000	 0.34092371	 0.47407738
1420.75000000	 0.34102486	 0.47410757
1420.80000000	 0.34112602	 0.47413777
1420.85000000	 0.34122717	 0.47416797
1420.90000000	 0.34075465	 0.47419817
1420.95000000	 0.34017285	 0.47422836
1421.00000000	 0.33959106	 0.47425856
1421.05000000	 0.33900926	 0.47428876
1421.10000000	 0.33846419	 0.47431896
1421.15000000	 0.33792843	 0.47434916
1421.20000000	 0.33739266	 0.47437935
1421.25000000	 0.33685689	 0.47440955
1421.30000000	 0.33625777	 0.47443975
1421.35000000	 0.33563865	 0.47446995
1421.40000000	 0.33501953	 0.47450015
1421.45000000	 0.33440041	 0.47453034
1421.50000000	 0.33407003	 0.47456054
1421.55000000	 0.33385192	 0.47459074
1421.60000000	 0.33363382	 0.47462094
1421.65000000	 0.33341572	 0.47464563
1421.70000000	 0.33332094	 0.47460863
1421.75000000	 0.33328418	 0.47457164
1421.80000000	 0.33324743	 0.47453465
1421.85000000	 0.33321068	 0.47449765
1421.90000000	 0.33337859	 0.47446066
1421.95000000	 0.33366164	 0.47442367
1422.00000000	 0.33394469	 0.47438667
1422.05000000	 0.33422773	 0.47434968
1422.10000000	 0.33422456	 0.47431269
1422.15000000	 0.33401413	 0.47427569
1422.20000000	 0.33380370	 0.47423870
1422.25000000	 0.33359327	 0.47420171
1422.30000000	 0.33354605	 0.47416471
1422.35000000	 0.33363676	 0.47412772
1422.40000000	 0.33372747	 0.47409072
1422.45000000	 0.33381818	 0.47405373
1422.50000000	 0.33370953	 0.47401674
1422.55000000	 0.33340153	 0.47397974
1422.60000000	 0.33309352	 0.47394275
1422.65000000	 0.33278551	 0.47390576
1422.70000000	 0.33266339	 0.47386876
1422.75000000	 0.33275948	 0.47383177
1422.80000000	 0.33285557	 0.47379478
1422.85000000	 0.33295165	 0.47375778
1422.90000000	 0.33311212	 0.47372079
1422.95000000	 0.33336915	 0.47368380
1423.00000000	 0.33362618	 0.47364680
1423.05000000	 0.33388321	 0.47360981
1423.10000000	 0.33421923	 0.47357282
1423.15000000	 0.33469566	 0.47353582
1423.20000000	 0.33517209	 0.47349883
1423.25000000	 0.33564852	 0.47346184
1423.30000000	 0.33593617	 0.47342484
1423.35000000	 0.33578332	 0.47338785
1423.40000000	 0.33563048	 0.47335086
1423.45000000	 0.33547763	 0.47331386
1423.50000000	 0.33534042	 0.47327687
1423.55000000	 0.33525272	 0.47323988
1423.60000000	 0.33516502	 0.47320288
1423.65000000	 0.33507731	 0.47316589
1423.70000000	 0.33491171	 0.47312890
1423.75000000	 0.33443836	 0.47309190
1423.80000000	 0.33396500	 0.47305491
1423.85000000	 0.33349165	 0.47301792
1423.90000000	 0.33306039	 0.47298092
1423.95000000	 0.33288345	 0.47294393
1424.00000000	 0.33270652	 0.47290693
1424.05000000	 0.33252959	 0.47286994
1424.10000000	 0.33238007	 0.47283295
1424.15000000	 0.33253756	 0.47279595
1424.20000000	 0.33269505	 0.47275896
1424.25000000	 0.33285253	 0.47272197
1424.30000000	 0.33301687	 0.47268497
1424.35000000	 0.33351668	 0.47264798
1424.40000000	 0.33401650	 0.47261099
1424.45000000	 0.33451632	 0.47257399
1424.50000000	 0.33501613	 0.47253700
1424.55000000	 0.33541519	 0.47250001
1424.60000000	 0.33581219	 0.47246301
1424.65000000	 0.33620919	 0.47242602
1424.70000000	 0.33660619	 0.47238903
1424.75000000	 0.33672475	 0.47235203
1424.80000000	 0.33681910	 0.47231504
1424.85000000	 0.33691344	 0.47227805
1424.90000000	 0.33700779	 0.47224105
1424.95000000	 0.33669484	 0.47220406
1425.00000000	 0.33631559	 0.47216707
1425.05000000	 0.33593633	 0.47213007
1425.10000000	 0.33555708	 0.47209308
1425.15000000	 0.33502000	 0.47205609
1425.20000000	 0.33444346	 0.47201909
1425.25000000	 0.33386691	 0.47198210
1425.30000000	 0.33329037	 0.47194511
1425.35000000	 0.33280279	 0.47190811
1425.40000000	 0.33234979	 0.47187112
1425.45000000	 0.33189680	 0.47183413
1425.50000000	 0.33144381	 0.47179713
1425.55000000	 0.33095009	 0.47176014
1425.60000000	 0.33043539	 0.47172314
1425.65000000	 0.32992069	 0.47168615
1425.70000000	 0.32940600	 0.47164916
1425.75000000	 0.32912438	 0.47159704
1425.80000000	 0.32899814	 0.47154455
1425.85000000	 0.32887190	 0.47149206
1425.90000000	 0.32874566	 0.47143957
1425.95000000	 0.32866315	 0.47138709
1426.00000000	 0.32861790	 0.47133460
1426.05000000	 0.32857265	 0.47128211
1426.10000000	 0.32852740	 0.47122962
1426.15000000	 0.32863555	 0.47117713
1426.20000000	 0.32892377	 0.47112464
1426.25000000	 0.32921199	 0.47107215
1426.30000000	 0.32950022	 0.47101967
1426.35000000	 0.32981121	 0.47096718
1426.40000000	 0.33015636	 0.47091469
1426.45000000	 0.33050151	 0.47086220
1426.50000000	 0.33084667	 0.47080971
1426.55000000	 0.33112770	 0.47075722
1426.60000000	 0.33127124	 0.47070473
1426.65000000	 0.33141478	 0.47065224
1426.70000000	 0.33155832	 0.47059976
1426.75000000	 0.33167661	 0.47054727
1426.80000000	 0.33172229	 0.47049478
1426.85000000	 0.33176797	 0.47044229
1426.90000000	 0.33181365	 0.47038980
1426.95000000	 0.33182270	 0.47033731
1427.00000000	 0.33166488	 0.47028482
1427.05000000	 0.33150706	 0.47023233
1427.10000000	 0.33134924	 0.47017985
1427.15000000	 0.33119880	 0.47012736
1427.20000000	 0.33110244	 0.47007487
1427.25000000	 0.33100608	 0.47002238
1427.30000000	 0.33090973	 0.46996989
1427.35000000	 0.33081410	 0.46991740
1427.40000000	 0.33073598	 0.46986491
1427.45000000	 0.33065786	 0.46981242
1427.50000000	 0.33057974	 0.46975994
1427.55000000	 0.33050161	 0.46970745
1427.60000000	 0.33089926	 0.46965496
1427.65000000	 0.33131672	 0.46960247
1427.70000000	 0.33173418	 0.46954998
1427.75000000	 0.33215165	 0.46949749
1427.80000000	 0.33257134	 0.46944500
1427.85000000	 0.33299133	 0.46939251
1427.90000000	 0.33341132	 0.46934003
1427.95000000	 0.33383131	 0.46928754
1428.00000000	 0.33424939	 0.46923505
1428.05000000	 0.33466705	 0.46918256
1428.10000000	 0.33508471	 0.46913007
1428.15000000	 0.33550237	 0.46907758
1428.20000000	 0.33541744	 0.46902509
1428.25000000	 0.33515592	 0.46897261
1428.30000000	 0.33489439	 0.46892012
1428.35000000	 0.33463287	 0.46886763
1428.40000000	 0.33431360	 0.46881514
1428.45000000	 0.33396484	 0.46876265
1428.50000000	 0.33361608	 0.46871016
1428.55000000	 0.33326733	 0.46865767
1428.60000000	 0.33276788	 0.46860518
1428.65000000	 0.33215931	 0.46855270
1428.70000000	 0.33155075	 0.46850021
1428.75000000	 0.33094218	 0.46844772
1428.80000000	 0.33030169	 0.46839523
1428.85000000	 0.32962663	 0.46834274
1428.90000000	 0.32895156	 0.46829025
1428.95000000	 0.32827650	 0.46823776
1429.00000000	 0.32767282	 0.46818527
1429.05000000	 0.32717622	 0.46813279
1429.10000000	 0.32667963	 0.46808030
1429.15000000	 0.32618303	 0.46802781
1429.20000000	 0.32578119	 0.46797532
1429.25000000	 0.32558071	 0.46792283
1429.30000000	 0.32538023	 0.46787034
1429.35000000	 0.32517974	 0.46781785
1429.40000000	 0.32501856	 0.46776536
1429.45000000	 0.32498050	 0.46771288
1429.50000000	 0.32494244	 0.46766039
1429.55000000	 0.32490437	 0.46760790
1429.60000000	 0.32492702	 0.46755541
1429.65000000	 0.32532258	 0.46750292
1429.70000000	 0.32571815	 0.46745043
1429.75000000	 0.32611372	 0.46739794
1429.80000000	 0.32651978	 0.46739407
1429.85000000	 0.32709039	 0.46739597
1429.90000000	 0.32766099	 0.46739786
1429.95000000	 0.32823160	 0.46739975
1430.00000000	 0.32880220	 0.46740164
1430.05000000	 0.32940413	 0.46740354
1430.10000000	 0.33000670	 0.46740543
1430.15000000	 0.33060926	 0.46740732
1430.20000000	 0.33121183	 0.46740922
1430.25000000	 0.33171553	 0.46741111
1430.30000000	 0.33220549	 0.46741300
1430.35000000	 0.33269545	 0.46741489
1430.40000000	 0.33318541	 0.46741679
1430.45000000	 0.33325322	 0.46741868
1430.50000000	 0.33320196	 0.46742057
1430.55000000	 0.33315071	 0.46742247
1430.60000000	 0.33309945	 0.46742436
1430.65000000	 0.33281039	 0.46742625
1430.70000000	 0.33241940	 0.46742814
1430.75000000	 0.33202841	 0.46743004
1430.80000000	 0.33163742	 0.46743193
1430.85000000	 0.33119772	 0.46743382
1430.90000000	 0.33072580	 0.46743572
1430.95000000	 0.33025389	 0.46743761
1431.00000000	 0.32978197	 0.46743950
1431.05000000	 0.32949547	 0.46744140
1431.10000000	 0.32939437	 0.46744329
1431.15000000	 0.32929326	 0.46744518
1431.20000000	 0.32919216	 0.46744707
1431.25000000	 0.32920972	 0.46744897
1431.30000000	 0.32939112	 0.46745086
1431.35000000	 0.32957253	 0.46745275
1431.40000000	 0.32975393	 0.46745465
1431.45000000	 0.33004405	 0.46745654
1431.50000000	 0.33056520	 0.46745843
1431.55000000	 0.33108635	 0.46746032
1431.60000000	 0.33160749	 0.46746222
1431.65000000	 0.33213241	 0.46746411
1431.70000000	 0.33267071	 0.46746600
1431.75000000	 0.33320900	 0.46746790
1431.80000000	 0.33374730	 0.46746979
1431.85000000	 0.33428319	 0.46747168
1431.90000000	 0.33480141	 0.46747357
1431.95000000	 0.33531964	 0.46747547
1432.00000000	 0.33583787	 0.46747736
1432.05000000	 0.33634927	 0.46747925
1432.10000000	 0.33652608	 0.46748115
1432.15000000	 0.33670288	 0.46748304
1432.20000000	 0.33687969	 0.46748493
1432.25000000	 0.33705650	 0.46748683
1432.30000000	 0.33709678	 0.46748872
1432.35000000	 0.33712519	 0.46749061
1432.40000000	 0.33715360	 0.46749250
1432.45000000	 0.33718201	 0.46749440
1432.50000000	 0.33717331	 0.46749629
1432.55000000	 0.33715647	 0.46749818
1432.60000000	 0.33713962	 0.46750008
1432.65000000	 0.33712278	 0.46750197
1432.70000000	 0.33700953	 0.46750386
1432.75000000	 0.33685497	 0.46750575
1432.80000000	 0.33670041	 0.46750765
1432.85000000	 0.33654585	 0.46750954
1432.90000000	 0.33625661	 0.46751143
1432.95000000	 0.33587759	 0.46751333
1433.00000000	 0.33549857	 0.46751522
1433.05000000	 0.33511954	 0.46751711
1433.10000000	 0.33471557	 0.46751900
1433.15000000	 0.33428665	 0.46752090
1433.20000000	 0.33385772	 0.46752279
1433.25000000	 0.33342880	 0.46752468
1433.30000000	 0.33299039	 0.46752658
1433.35000000	 0.33253651	 0.46752847
1433.40000000	 0.33208263	 0.46753036
1433.45000000	 0.33162874	 0.46753226
1433.50000000	 0.33124653	 0.46753415
1433.55000000	 0.33104861	 0.46753604
1433.60000000	 0.33085069	 0.46753793
1433.65000000	 0.33065277	 0.46753983
1433.70000000	 0.33048599	 0.46754172
1433.75000000	 0.33048272	 0.46754361
1433.80000000	 0.33047944	 0.46754551
1433.85000000	 0.33047616	 0.46758294
1433.90000000	 0.33048358	 0.46762745
1433.95000000	 0.33065856	 0.46767197
1434.00000000	 0.33083354	 0.46771648
1434.05000000	 0.33100852	 0.46776099
1434.10000000	 0.33118351	 0.46780550
1434.15000000	 0.33139842	 0.46785001
1434.20000000	 0.33161587	 0.46789452
1434.25000000	 0.33183333	 0.46793903
1434.30000000	 0.33205079	 0.46798354
1434.35000000	 0.33224897	 0.46802806
1434.40000000	 0.33244293	 0.46807257
1434.45000000	 0.33263688	 0.46811708
1434.50000000	 0.33283083	 0.46816159
1434.55000000	 0.33291882	 0.46820610
1434.60000000	 0.33296561	 0.46825061
1434.65000000	 0.33301240	 0.46829512
1434.70000000	 0.33305919	 0.46833964
1434.75000000	 0.33305928	 0.46838415
1434.80000000	 0.33302822	 0.46842866
1434.85000000	 0.33299716	 0.46847317
1434.90000000	 0.33296610	 0.46851768
1434.95000000	 0.33295020	 0.46856219
1435.00000000	 0.33295070	 0.46860670
1435.05000000	 0.33295121	 0.46865121
1435.10000000	 0.33295172	 0.46869573
1435.15000000	 0.33295752	 0.46874024
1435.20000000	 0.33297275	 0.46878475
1435.25000000	 0.33298797	 0.46882926
1435.30000000	 0.33300319	 0.46887377
1435.35000000	 0.33302850	 0.46891828
1435.40000000	 0.33308575	 0.46896279
1435.45000000	 0.33314300	 0.46900731
1435.50000000	 0.33320026	 0.46905182
1435.55000000	 0.33323678	 0.46909633
1435.60000000	 0.33312415	 0.46914084
1435.65000000	 0.33301151	 0.46918535
1435.70000000	 0.33289887	 0.46922986
1435.75000000	 0.33278624	 0.46927437
1435.80000000	 0.33266768	 0.46931888
1435.85000000	 0.33254911	 0.46936340
1435.90000000	 0.33243055	 0.46940791
1435.95000000	 0.33231199	 0.46945242
1436.00000000	 0.33222225	 0.46949693
1436.05000000	 0.33213651	 0.46954144
1436.10000000	 0.33205078	 0.46958595
1436.15000000	 0.33196504	 0.46963046
1436.20000000	 0.33191942	 0.46967498
1436.25000000	 0.33188790	 0.46971949
1436.30000000	 0.33185638	 0.46976400
1436.35000000	 0.33182486	 0.46980851
1436.40000000	 0.33187381	 0.46985302
1436.45000000	 0.33197208	 0.46989753
1436.50000000	 0.33207035	 0.46994204
1436.55000000	 0.33216863	 0.46998655
1436.60000000	 0.33227445	 0.47003107
1436.65000000	 0.33238781	 0.47007558
1436.70000000	 0.33250118	 0.47012009
1436.75000000	 0.33261455	 0.47016460
1436.80000000	 0.33272786	 0.47020911
1436.85000000	 0.33284107	 0.47025362
1436.90000000	 0.33295428	 0.47029813
1436.95000000	 0.33306749	 0.47034265
1437.00000000	 0.33317445	 0.47038716
1437.05000000	 0.33326164	 0.47043167
1437.10000000	 0.33334883	 0.47047618
1437.15000000	 0.33343602	 0.47052069
1437.20000000	 0.33351374	 0.47056520
1437.25000000	 0.33350807	 0.47060971
1437.30000000	 0.33350240	 0.47065422
1437.35000000	 0.33349674	 0.47069874
1437.40000000	 0.33349107	 0.47074325
1437.45000000	 0.33327370	 0.47078776
1437.50000000	 0.33305202	 0.47083227
1437.55000000	 0.33283033	 0.47087678
1437.60000000	 0.33260864	 0.47092129
1437.65000000	 0.33247595	 0.47096580
1437.70000000	 0.33236020	 0.47101032
1437.75000000	 0.33224446	 0.47105483
1437.80000000	 0.33212871	 0.47109934
1437.85000000	 0.33199807	 0.47114385
1437.90000000	 0.33186163	 0.47115253
1437.95000000	 0.33172520	 0.47115202
1438.00000000	 0.33158876	 0.47115151
1438.05000000	 0.33155885	 0.47115101
1438.10000000	 0.33160610	 0.47115050
1438.15000000	 0.33165334	 0.47115000
1438.20000000	 0.33170059	 0.47114949
1438.25000000	 0.33175478	 0.47114898
1438.30000000	 0.33181780	 0.47114848
1438.35000000	 0.33188083	 0.47114797
1438.40000000	 0.33194386	 0.47114746
1438.45000000	 0.33204639	 0.47114696
1438.50000000	 0.33224198	 0.47114645
1438.55000000	 0.33243757	 0.47114594
1438.60000000	 0.33263315	 0.47114544
1438.65000000	 0.33281003	 0.47114493
1438.70000000	 0.33288866	 0.47114443
1438.75000000	 0.33296729	 0.47114392
1438.80000000	 0.33304591	 0.47114341
1438.85000000	 0.33312512	 0.47114291
1438.90000000	 0.33323254	 0.47114240
1438.95000000	 0.33333997	 0.47114189
1439.00000000	 0.33344739	 0.47114139
1439.05000000	 0.33355481	 0.47114088
1439.10000000	 0.33345403	 0.47114038
1439.15000000	 0.33332486	 0.47113987
1439.20000000	 0.33319569	 0.47113936
1439.25000000	 0.33306652	 0.47113886
1439.30000000	 0.33266925	 0.47113835
1439.35000000	 0.33217875	 0.47113784
1439.40000000	 0.33168826	 0.47113734
1439.45000000	 0.33119776	 0.47113683
1439.50000000	 0.33046128	 0.47113632
1439.55000000	 0.32956080	 0.47113582
1439.60000000	 0.32866032	 0.47113531
1439.65000000	 0.32775984	 0.47113481
1439.70000000	 0.32660215	 0.47113430
1439.75000000	 0.32514251	 0.47113379
1439.80000000	 0.32368287	 0.47113329
1439.85000000	 0.32222323	 0.47113278
1439.90000000	 0.32079591	 0.47113227
1439.95000000	 0.31944402	 0.47113177
1440.00000000	 0.31809212	 0.47113126
1440.05000000	 0.31674023	 0.47113076
1440.10000000	 0.31543249	 0.47113025
1440.15000000	 0.31435657	 0.47112974
1440.20000000	 0.31328065	 0.47112924
1440.25000000	 0.31220474	 0.47112873
1440.30000000	 0.31112882	 0.47112822
1440.35000000	 0.31105062	 0.47112772
1440.40000000	 0.31097241	 0.47112721
1440.45000000	 0.31089421	 0.47112670
1440.50000000	 0.31081600	 0.47112620
1440.55000000	 0.31138268	 0.47112569
1440.60000000	 0.31205434	 0.47112519
1440.65000000	 0.31272600	 0.47112468
1440.70000000	 0.31339766	 0.47112417
1440.75000000	 0.31458370	 0.47112367
1440.80000000	 0.31599020	 0.47112316
1440.85000000	 0.31739669	 0.47112265
1440.90000000	 0.31880319	 0.47112215
1440.95000000	 0.32014404	 0.47112164
1441.00000000	 0.32143330	 0.47112114
1441.05000000	 0.32272256	 0.47112063
1441.10000000	 0.32401183	 0.47112012
1441.15000000	 0.32518232	 0.47111962
1441.20000000	 0.32617465	 0.47111911
1441.25000000	 0.32716699	 0.47111860
1441.30000000	 0.32815932	 0.47111810
1441.35000000	 0.32890648	 0.47111759
1441.40000000	 0.32887726	 0.47111708
1441.45000000	 0.32884803	 0.47111658
1441.50000000	 0.32881881	 0.47111607
1441.55000000	 0.32872232	 0.47111557
1441.60000000	 0.32802050	 0.47111506
1441.65000000	 0.32731867	 0.47111455
1441.70000000	 0.32661685	 0.47111405
1441.75000000	 0.32591502	 0.47111354
1441.80000000	 0.32508118	 0.47111303
1441.85000000	 0.32423862	 0.47111253
1441.90000000	 0.32339606	 0.47111202
1441.95000000	 0.32255350	 0.47115325
1442.00000000	 0.32175058	 0.47120625
1442.05000000	 0.32095897	 0.47125924
1442.10000000	 0.32016736	 0.47131224
1442.15000000	 0.31937574	 0.47136524
1442.20000000	 0.31887087	 0.47141824
1442.25000000	 0.31854024	 0.47147124
1442.30000000	 0.31820962	 0.47152423
1442.35000000	 0.31787899	 0.47157723
1442.40000000	 0.31772955	 0.47163023
1442.45000000	 0.31779282	 0.47168323
1442.50000000	 0.31785608	 0.47173623
1442.55000000	 0.31791935	 0.47178922
1442.60000000	 0.31810089	 0.47184222
1442.65000000	 0.31855841	 0.47189522
1442.70000000	 0.31901592	 0.47194822
1442.75000000	 0.31947344	 0.47200122
1442.80000000	 0.31994335	 0.47205421
1442.85000000	 0.32048936	 0.47210721
1442.90000000	 0.32103538	 0.47216021
1442.95000000	 0.32158139	 0.47221321
1443.00000000	 0.32212741	 0.47226621
1443.05000000	 0.32270357	 0.47231920
1443.10000000	 0.32328035	 0.47237220
1443.15000000	 0.32385713	 0.47242520
1443.20000000	 0.32443391	 0.47247820
1443.25000000	 0.32474748	 0.47253120
1443.30000000	 0.32499524	 0.47258420
1443.35000000	 0.32524301	 0.47263719
1443.40000000	 0.32549077	 0.47269019
1443.45000000	 0.32559127	 0.47274319
1443.50000000	 0.32560892	 0.47279619
1443.55000000	 0.32562658	 0.47284919
1443.60000000	 0.32564423	 0.47290218
1443.65000000	 0.32559601	 0.47295518
1443.70000000	 0.32547641	 0.47300818
1443.75000000	 0.32535681	 0.47306118
1443.80000000	 0.32523721	 0.47311418
1443.85000000	 0.32498756	 0.47316717
1443.90000000	 0.32443447	 0.47322017
1443.95000000	 0.32388138	 0.47327317
1444.00000000	 0.32332829	 0.47332617
1444.05000000	 0.32280237	 0.47337917
1444.10000000	 0.32244330	 0.47343216
1444.15000000	 0.32208424	 0.47348516
1444.20000000	 0.32172517	 0.47353816
1444.25000000	 0.32136611	 0.47359116
1444.30000000	 0.32101910	 0.47364416
1444.35000000	 0.32067260	 0.47369715
1444.40000000	 0.32032611	 0.47375015
1444.45000000	 0.31997961	 0.47380315
1444.50000000	 0.32008429	 0.47385615
1444.55000000	 0.32031771	 0.47390915
1444.60000000	 0.32055113	 0.47396214
1444.65000000	 0.32078456	 0.47401514
1444.70000000	 0.32113793	 0.47406814
1444.75000000	 0.32156419	 0.47412114
1444.80000000	 0.32199045	 0.47417414
1444.85000000	 0.32241672	 0.47422713
1444.90000000	 0.32299230	 0.47428013
1444.95000000	 0.32375947	 0.47433313
1445.00000000	 0.32452665	 0.47438613
1445.05000000	 0.32529382	 0.47443913
1445.10000000	 0.32597112	 0.47449212
1445.15000000	 0.32639260	 0.47454512
1445.20000000	 0.32681407	 0.47459812
1445.25000000	 0.32723555	 0.47465112
1445.30000000	 0.32764624	 0.47470412
1445.35000000	 0.32793289	 0.47475711
1445.40000000	 0.32821953	 0.47481011
1445.45000000	 0.32850617	 0.47486311
1445.50000000	 0.32879281	 0.47491611
1445.55000000	 0.32870163	 0.47496911
1445.60000000	 0.32857760	 0.47502210
1445.65000000	 0.32845357	 0.47507510
1445.70000000	 0.32832954	 0.47512810
1445.75000000	 0.32803766	 0.47518110
1445.80000000	 0.32768681	 0.47523410
1445.85000000	 0.32733596	 0.47528709
1445.90000000	 0.32698511	 0.47534009
1445.95000000	 0.32663871	 0.47539309
1446.00000000	 0.32629582	 0.47538699
1446.05000000	 0.32595292	 0.47536518
1446.10000000	 0.32561003	 0.47534336
1446.15000000	 0.32523259	 0.47532155
1446.20000000	 0.32479374	 0.47529974
1446.25000000	 0.32435489	 0.47527793
1446.30000000	 0.32391604	 0.47525611
1446.35000000	 0.32351861	 0.47523430
1446.40000000	 0.32330736	 0.47521249
1446.45000000	 0.32309612	 0.47519068
1446.50000000	 0.32288487	 0.47516887
1446.55000000	 0.32267363	 0.47514705
1446.60000000	 0.32252886	 0.47512524
1446.65000000	 0.32238409	 0.47510343
1446.70000000	 0.32223933	 0.47508162
1446.75000000	 0.32209456	 0.47505980
1446.80000000	 0.32216423	 0.47503799
1446.85000000	 0.32228096	 0.47501618
1446.90000000	 0.32239770	 0.47499437
1446.95000000	 0.32251444	 0.47497256
1447.00000000	 0.32266715	 0.47495074
1447.05000000	 0.32284190	 0.47492893
1447.10000000	 0.32301665	 0.47490712
1447.15000000	 0.32319141	 0.47488531
1447.20000000	 0.32341086	 0.47486349
1447.25000000	 0.32368720	 0.47484168
1447.30000000	 0.32396355	 0.47481987
1447.35000000	 0.32423989	 0.47479806
1447.40000000	 0.32448826	 0.47477624
1447.45000000	 0.32465704	 0.47475443
1447.50000000	 0.32482582	 0.47473262
1447.55000000	 0.32499459	 0.47471081
1447.60000000	 0.32516437	 0.47468900
1447.65000000	 0.32534988	 0.47466718
1447.70000000	 0.32553538	 0.47464537
1447.75000000	 0.32572088	 0.47462356
1447.80000000	 0.32590639	 0.47460175
1447.85000000	 0.32598058	 0.47457993
1447.90000000	 0.32603666	 0.47455812
1447.95000000	 0.32609273	 0.47453631
1448.00000000	 0.32614881	 0.47451450
1448.05000000	 0.32614970	 0.47449268
1448.10000000	 0.32612461	 0.47447087
1448.15000000	 0.32609953	 0.47444906
1448.20000000	 0.32607444	 0.47442725
1448.25000000	 0.32606040	 0.47440544
1448.30000000	 0.32605832	 0.47438362
1448.35000000	 0.32605625	 0.47436181
1448.40000000	 0.32605417	 0.47434000
1448.45000000	 0.32603134	 0.47431819
1448.50000000	 0.32595513	 0.47429637
1448.55000000	 0.32587891	 0.47427456
1448.60000000	 0.32580270	 0.47425275
1448.65000000	 0.32572859	 0.47423094
1448.70000000	 0.32567864	 0.47420913
1448.75000000	 0.32562870	 0.47418731
1448.80000000	 0.32557876	 0.47416550
1448.85000000	 0.32552881	 0.47414369
1448.90000000	 0.32551630	 0.47412188
1448.95000000	 0.32550795	 0.47410006
1449.00000000	 0.32549960	 0.47407825
1449.05000000	 0.32549125	 0.47405644
1449.10000000	 0.32552823	 0.47403463
